Open Time,Open,High,Low,Close,Volume,Close Time,QAV,No. Trades,Taker BBAV,Taker BQAV,Ignore
1617480060000,338953.00000000,339119.00000000,338617.00000000,338618.00000000,0.06456800,1617480119999,21872.25690100,20,0.01278000,4333.94082000,0
1617480120000,338618.00000000,338910.00000000,338618.00000000,338908.00000000,0.03076100,1617480179999,10418.52417200,9,0.00790300,2678.39392800,0
1617480180000,338618.00000000,338951.00000000,338618.00000000,338909.00000000,0.00253000,1617480239999,857.05023800,6,0.00117800,399.23870200,0
1617480240000,338618.00000000,338909.00000000,338504.00000000,338754.00000000,0.02248100,1617480299999,7612.62558600,19,0.00884600,2996.35387700,0
1617480300000,338754.00000000,338754.00000000,338408.00000000,338408.00000000,0.01798500,1617480359999,6088.11477000,12,0.00466900,1581.59223100,0
1617480360000,338684.00000000,338684.00000000,338410.00000000,338684.00000000,0.01222700,1617480419999,4138.76566000,19,0.00324100,1097.67484400,0
1617480420000,338684.00000000,338684.00000000,338357.00000000,338357.00000000,0.03391300,1617480479999,11480.36160000,12,0.01475500,4997.26914200,0
1617480480000,338429.00000000,338429.00000000,338117.00000000,338209.00000000,0.12924000,1617480539999,43709.02415000,26,0.01819600,6157.53161200,0
1617480540000,338209.00000000,338209.00000000,338117.00000000,338139.00000000,0.03183700,1617480599999,10764.82847100,5,0.00197000,666.27173000,0
1617480600000,338358.00000000,338358.00000000,338139.00000000,338199.00000000,0.00567400,1617480659999,1919.00724000,10,0.00469300,1587.29288100,0
1617480660000,338100.00000000,338351.00000000,337966.00000000,338351.00000000,0.00601000,1617480719999,2031.82412500,19,0.00237300,802.56563000,0
1617480720000,338351.00000000,338427.00000000,338158.00000000,338427.00000000,0.05039500,1617480779999,17043.24852600,12,0.00872900,2953.55729800,0
1617480780000,338427.00000000,338427.00000000,338426.00000000,338426.00000000,0.00102700,1617480839999,347.56379700,4,0.00102700,347.56379700,0
1617480840000,338426.00000000,338426.00000000,338162.00000000,338424.00000000,0.01491600,1617480899999,5047.20615000,12,0.00657400,2224.68777800,0
1617480900000,338025.00000000,338357.00000000,337800.00000000,338161.00000000,0.01093000,1617480959999,3693.51566900,15,0.00059000,199.56676400,0
1617480960000,338161.00000000,338161.00000000,338161.00000000,338161.00000000,0.02974600,1617481019999,10058.93710600,6,0.02974600,10058.93710600,0
1617481020000,337804.00000000,338161.00000000,337804.00000000,338161.00000000,0.01915300,1617481079999,6476.69231800,12,0.01885800,6377.04013800,0
1617481080000,338161.00000000,338161.00000000,337810.00000000,338159.00000000,0.00416500,1617481139999,1408.34249200,10,0.00389400,1316.79598200,0
1617481140000,338159.00000000,338159.00000000,337808.00000000,337808.00000000,0.06496800,1617481199999,21951.86373900,21,0.01444700,4885.38307300,0
1617481200000,338157.00000000,338157.00000000,337808.00000000,338157.00000000,0.00458300,1617481259999,1549.52469400,6,0.00387000,1308.66759000,0
1617481260000,338156.00000000,338156.00000000,337701.00000000,337937.00000000,0.21142700,1617481319999,71459.34819400,27,0.12079600,40847.22293100,0
1617481320000,337963.00000000,337963.00000000,337569.00000000,337569.00000000,0.03470700,1617481379999,11722.53775300,31,0.01595800,5393.20891700,0
1617481380000,337500.00000000,337587.00000000,337181.00000000,337186.00000000,0.01584800,1617481439999,5347.46931200,23,0.00561700,1896.22353200,0
1617481440000,337569.00000000,337587.00000000,337372.00000000,337587.00000000,0.05908900,1617481499999,19939.00317500,13,0.01877900,6339.53785500,0
1617481500000,337585.00000000,337587.00000000,337540.00000000,337585.00000000,0.01309800,1617481559999,4421.65819300,16,0.00791500,2671.98843800,0
1617481560000,337586.00000000,337587.00000000,337586.00000000,337587.00000000,0.00175000,1617481619999,590.77622600,4,0.00175000,590.77622600,0
1617481620000,337587.00000000,338358.00000000,337374.00000000,338356.00000000,0.02617000,1617481679999,8843.31913900,22,0.02392300,8084.28872500,0
1617481680000,337964.00000000,338360.00000000,337873.00000000,338360.00000000,0.02272100,1617481739999,7685.22240100,16,0.01753400,5932.66736500,0
1617481740000,338393.00000000,338393.00000000,338162.00000000,338359.00000000,0.00214900,1617481799999,727.14764100,11,0.00211900,717.00278100,0
1617481800000,338357.00000000,338357.00000000,337901.00000000,337903.00000000,0.02741400,1617481859999,9264.70116800,10,0.00054800,185.35068400,0
1617481860000,337904.00000000,338422.00000000,337904.00000000,338422.00000000,0.00449000,1617481919999,1518.86643100,12,0.00354300,1198.87134300,0
1617481920000,338427.00000000,338475.00000000,338427.00000000,338472.00000000,0.01021000,1617481979999,3455.80197500,12,0.01021000,3455.80197500,0
1617481980000,338431.00000000,338509.00000000,338338.00000000,338509.00000000,0.01565100,1617482039999,5297.29140600,22,0.01316300,4455.50646200,0
1617482040000,338500.00000000,338509.00000000,338339.00000000,338509.00000000,0.02281700,1617482099999,7720.52144100,9,0.00088500,299.58046500,0
1617482100000,338504.00000000,338504.00000000,338497.00000000,338497.00000000,0.00324700,1617482159999,1099.11353500,6,0.00324700,1099.11353500,0
1617482160000,338357.00000000,338357.00000000,338162.00000000,338162.00000000,0.00747300,1617482219999,2527.16316400,5,0.00000000,0.00000000,0
1617482220000,338357.00000000,338357.00000000,338000.00000000,338159.00000000,0.00563700,1617482279999,1905.67131300,15,0.00147100,497.51083400,0
1617482280000,338359.00000000,338504.00000000,338359.00000000,338499.00000000,0.00856500,1617482339999,2898.56270000,8,0.00856500,2898.56270000,0
1617482340000,338162.00000000,338357.00000000,337976.00000000,338216.00000000,0.02537300,1617482399999,8575.97251800,15,0.00147500,498.98114300,0
